,en,vi
6908,"during tet, many children with respiratory infections had to miss school.",giáp tết nhiều trẻ bị viêm hô_hấp phải nghỉ học .
6909,parking lot: to spontaneous or encourage businesses to do?.,bãi giữ xe : để tự_phát hay khuyến_khích doanh_nghiệp làm ? .
6910,"plaster on the ceiling fell, students in hanoi fled.","mảng vữa trần nhà rơi , học_sinh ở hà_nội tháo_chạy ."
6911,an 11-year-old girl was raped by a school guard until she became pregnant.,bé gái 11 tuổi bị bảo_vệ trường hiếp_dâm đến mang thai .
6912,forging babies into order: why force children to become adults early?.,rèn trẻ sơ_sinh vào nề_nếp : sao nỡ bắt con thành người_lớn sớm ? .
6913,sos accident injury in school.,sos tai_nạn thương_tích trong trường_học .
6914,district 1 please use the sidewalk.,quận 1 xin sử_dụng vỉa_hè .
6915,the land of no people with down syndrome.,xứ_sở không có người mắc bệnh down .
6916,misery with garbage.,khổ với rác .
6917,it is against the law to ask for a copy period of less than 6 months.,đòi thời_hạn bản_sao dưới 6 tháng là trái luật .
6918,"seeing a tiger next to the river, coming closer to find something terrifying.","nhìn thấy hổ cạnh sông , lại gần phát_hiện điều_kinh_hoàng ."
6919,chairman nguyen thanh phong: 'tracing to those who do not complete the task'.,chủ_tịch nguyễn_thành phong : ' truy đến cùng những người không hoàn_thành nhiệm_vụ ' .
6920,"having shameless adultery, the husband buried his conscience and murdered his wife, who was 8 months pregnant.","ngoại_tình không biết xấu_hổ , người chồng táng tận lương_tâm còn sát_hại vợ đang mang bầu 8 tháng ."
6921,flower age.,tuổi hoa .
6922,submit the project of sidewalk management in district 1.,trình đề_án quản_lý vỉa_hè quận 1_.
6923,"if something could be changed in the past, most women would choose to change their marriage.","nếu có_thể thay_đổi điều gì đó trong quá_khứ , đa_số phụ_nữ lựa_chọn thay_đổi hôn_nhân ."
6924,proposal to expand bui vien pedestrian street.,đề_xuất mở_rộng phố đi bộ bùi viện .
6925,"comment on the social science: history is difficult, geography will have more than 10 points.","nhận định_đề tổ_hợp khoa_học xã_hội : sử khó_nhằn , địa_lý sẽ có nhiều điểm 10 ."
6926,her husband's mistress wrote a letter asking for money for an abortion.,nhân_tình của chồng viết thư xin tiền phá_thai .
6927,"district 1 handled more than 17,000 cases of urban order violations.",quận 1 xử_lý hơn 17.000 trường_hợp vi_phạm trật_tự đô_thị .
6928,orchid flower fund supports nearly 250 poor and studious students.,quỹ hoa phong_lan tiếp_sức gần 250 học_sinh nghèo hiếu_học .
6929,the cost of sending workers abroad is publicly posted on the portal.,chi_phí đưa lao_động đi nước_ngoài được đăng công_khai trên cổng điện_tử .
6930,district 1 submits pavement management project.,quận 1 trình đề_án quản_lý vỉa_hè .
6931,women do not hold on to treacherous men who do not value love.,phụ_nữ đừng níu_kéo những người đàn_ông bội_bạc không trọng tình_yêu .
6932,students must wear helmets inside the school.,bên trong ngôi trường_học_sinh phải đội mũ_bảo_hiểm ngồi học .
6933,district 1 people's committee submits pavement management project.,ubnd quận 1 trình đề_án quản_lý vỉa_hè .
6934,tired of waiting for funding.,mỏi mòn chờ kinh_phí .
6935,my sister-in-law was upset when i gave birth to a child.,chị dâu chồng khó_chịu khi tôi sinh được con .
6936,"decentralization, authorization associated with the responsibility of the head.","phân_cấp , ủy quyền gắn với trách_nhiệm người đứng đầu ."
6937,syrian rebels shot down a russian warplane.,phiến_quân syria bắn rơi máy_bay chiến_đấu nga .
6938,live healthy thanks to vegetables.,sống khỏe nhờ rau_cải_trời .
6939,"the bank treasurer ""lost"" tens of billions of dong.",thủ_quỹ ngân_hàng ' thụt_két ' hàng chục tỷ đồng .
6940,a 10-year-old girl in india was raped by her stepfather until she became pregnant.,bé 10 tuổi ở ấn độ bị bố_dượng cưỡng_hiếp đến có_thai .
6941,mkhitaryan and a unique achievement for arsenal.,mkhitaryan và thành_tích có_một_không_hai cho arsenal .
6942,"pvs estimated 2017 profit to reach 1,000 billion dong, exceeding 43% of the year plan.","pvs ước lãi 2017 đạt 1.000 tỷ đồng , vượt 43 % kế_hoạch năm ."
6943,strong sanctions on advertising by leaflets.,chế_tài mạnh việc quảng_cáo bằng tờ_rơi .
6944,"suspected of being forced into the motel, the female student committed suicide, leaving a suicide note.","nghi bị ép vào nhà_nghỉ , nữ_sinh tự_tử để lại thư tuyệt_mệnh ."
6945,hanoi: immediately revoke the license for the parking lot violations.,hà nội : thu_hồi ngay giấy_phép đối_với các bãi trông giữ xe vi_phạm .
6946,exchange of experiences on centralized asset procurement.,trao_đổi kinh_nghiệm về mua_sắm tài_sản tập_trung .
6947,there is a serious shortage of human resources for obstetricians and paediatricians.,"thiếu trầm_trọng nhân_lực bác_sĩ sản , nhi ."
6948,what does bach dang park market have?,chợ_phiên công_viên bạch_đằng có gì ? .
6949,'light ray' is gradually returning to pvs?.,' tia_sáng ' đang dần trở_lại với pvs ? .
6950,the female student who drank the herbicide left her last promise was forced to have sex by her ex-boyfriend's friend.,nữ_sinh uống thuốc diệt cỏ để lại lời trăng_trối bị bạn của người_yêu cũ ép quan_hệ tình_dục .
6951,arresting 2 young men for 5 cases of property robbery.,bắt 2 thanh_niên gây ra 5 vụ cướp_giật tài_sản .
6952,the house could not be sold because the error fell from the sky.,không bán được nhà vì lỗi trên trời rơi xuống .
6953,assess the impact of alcohol and beer culture when formulating laws.,"đánh_giá tác_động của văn_hóa rượu , bia khi xây_dựng luật ."
6954,ho chi minh city is about to have a trash can that broadcasts wifi.,tp hcm sắp có thùng_rác phát wifi .
6955,"hanoi: degraded facilities, fear covers tran nhan tong high school.","hà nội : cơ_sở xuống_cấp , nỗi lo_sợ bao_trùm trường thpt trần_nhân_tông ."
6956,"rebels in syria shot down a russian su-25 attack aircraft, killing the pilot.","phiến_quân tại syria bắn hạ cường_kích su-25 của nga , sát_hại phi_công ."
6957,more than half of life cultivates happiness.,hơn nửa cuộc_đời ươm mầm hạnh_phúc .
6958,the aspiration to build online education of the group of 9x students.,khát_vọng xây_dựng giáo_dục trực_tuyến của nhóm sinh_viên 9 x .
6959,"restrict 'blue, red' in property auctions.","hạn_chế ' quân xanh , quân đỏ ' trong đấu_giá tài_sản ."
6960,russian missiles leveled the area where the rebels killed the su-25 pilot stationed.,tên lửa nga san phẳng khu_vực phiến_quân sát_hại phi_công su-25 trú đóng .
6961,most business households are afraid to turn into businesses.,đa_số hộ kinh_doanh ngại chuyển thành doanh_nghiệp .
6962,trade union of industrial park enterprises in hoa binh province: taking care of policy families.,cđ các doanh_nghiệp kcn tỉnh hòa_bình : chăm_lo cho các gia_đình chính_sách .
6963,"sidewalks are narrow, townhouses depreciate.","vỉa_hè hẹp , nhà phố mất_giá ."
6964,difficult to invite leaders to court.,khó mời lãnh_đạo đến tòa .
6965,"praise sanchez, mourinho always praises man utd's silent hero.","khen sanchez , mourinho khen luôn người_hùng thầm_lặng của man utd ."
6966,hcmc: district 1 set up a website to put street food online.,tp.hcm : quận 1 lập trang_web đưa hàng rong lên mạng .
6967,tran nhan tong high school is seriously degraded: still have to wait....,trường thpt trần_nhân_tông xuống_cấp nghiêm_trọng : vẫn phải đợi ....
6968,"handbook: western guests are compensated, what about vietnamese people?.","sổ_tay : khách tây được bồi_thường , còn người việt thì sao ? ."
6969,phu my fertilizer plant - mastering technology to protect the environment.,nhà_máy đạm phú mỹ - làm chủ công_nghệ để bảo_vệ môi_trường .
6970,students want to wear helmets in class and the fear of going to school also dies.,học_sinh muốn đội mũ_bảo_hiểm trong lớp và nỗi lo đi học cũng tử_vong .
6971,a warm zero-dong tet market for thousands of poor patients in the capital.,phiên chợ tết 0 đồng ấm_áp cho hàng nghìn bệnh_nhân nghèo ở thủ_đô .
6972,students at tran nhan tong school must wear helmets while studying.,học_sinh trường trần_nhân_tông phải đội mũ_bảo_hiểm khi ngồi học .
6973,miserable like in an old mansion.,khổ như ở biệt_thự cổ .
6974,"in turn, toyota corolla altis, lexus nx and rx were recalled due to airbag problems.","tới lượt toyota corolla altis , lexus nx và rx bị triệu_hồi do lỗi túi khí ."
6975,pvn has exceeded the plan by nearly 1.3 million tons of crude oil.,"pvn khai_thác vượt kế_hoạch gần 1,3 triệu tấn dầu_thô ."
6976,muong thanh group and its mistakes... along the length of the country.,tập_đoàn mường thanh và những sai_phạm ... dọc chiều dài đất_nước .
6977,lam dong: 'hypnosis' lured to buy eye cancer medicine for 40 million.,lâm đồng : ' thôi_miên ' dụ mua thuốc chữa ung_thư mắt giá 40 triệu .
6978,dangerous precedent if raised to case precedent.,tiền_lệ nguy_hiểm nếu nâng thành án_lệ .
6979,scouting for two robbers in district 1 at dawn.,trinh_sát truy 2 kẻ cướp_giật ở quận 1 lúc rạng sáng .
6980,hau giang: many medical facilities have been invested in waste treatment systems.,hậu giang : nhiều cơ_sở y_tế đã được đầu_tư hệ_thống xử_lý chất_thải .
6981,summary of the most accurate barcode checking applications for iphone.,tổng_hợp những ứng_dụng kiểm_tra mã_vạch chính_xác nhất cho iphone .
6982,students at tran nhan tong high school both study and worry about the ceiling mortar falling.,học_sinh trường thpt trần_nhân_tông vừa học vừa lo vữa trần rơi .
6983,"the school is seriously degraded, the mortar is scattered: still waiting for funding.","trường_học xuống_cấp nghiêm_trọng , vữa rơi lả_tả : vẫn phải đợi kinh_phí ."
6984,"40 schools in hanoi are in disrepair, waiting for repair.","40 trường_học ở hà nội xuống_cấp , chờ sửa_chữa ."
6985,"geography, citizenship education will be more than 10 points.","địa_lý , giáo_dục công_dân sẽ nhiều điểm 10 ."
6986,"people in ho chi minh city returned home, breathing a sigh of relief because storm 16 did not enter.","người dân tp hồ chí_minh trở_về nhà , thở_phào vì bão 16 không vào ."
6987,ha tinh border guards and the war against drugs.,bộ_đội biên_phòng hà tĩnh và cuộc_chiến chống ma_túy .
6988,"worry about school, class degradation.","nỗi lo trường , lớp xuống_cấp ."
6989,color photocopies are also authenticated.,bản photocopy màu cũng được chứng_thực .
6990,teachers and students at tran nhan tong high school teach and learn in fear.,thầy trò trường thpt trần_nhân_tông dạy và học trong sợ_hãi .
6991,increase the object of free legal aid.,tăng thêm đối_tượng được trợ_giúp pháp_lý miễn_phí .
6992,mortar is about to fall on the head: what did the school principal say?.,vữa trần chực rơi xuống đầu : hiệu_trưởng trường nói gì ? .
6993,teachers and students were scared because the ceiling of the classroom kept falling down.,thầy và trò nơm_nớp lo_sợ vì mảng trần lớp_học liên_tục rơi xuống .
6994,arrest the suspect in the robbery.,bắt nghi phạm chém người cướp tài_sản .
6995,free-falling mortar again: the classroom becomes a dangerous place.,vữa lại rơi tự_do : lớp_học thành nơi nguy_hiểm .
6996,hanoi confectionery - a brand associated with 'sweet' memories of tet.,bánh mứt_kẹo hà_nội - thương_hiệu gắn liền với những ký_ức ' ngọt_ngào ' về tết .
6997,urgent arrest of the underground tunneler containing drugs and guns.,bắt khẩn_cấp kẻ đào hầm_ngầm chứa ma_túy và súng_đạn .
6998,"shooting into the liverpool net, harry kane set a record for himself.","nã đạn vào lưới liverpool , harry kane tự thiết_lập kỷ_lục cho bản_thân ."
6999,egypt: more precious archaeological statues found.,ai cập : thêm những pho tượng khảo_cổ quý được tìm thấy .
7000,catch a group of bandits of 'electric whips' who attack university village lovers.,bắt nhóm cướp ' roi điện ' tấn_công các đôi tình_nhân làng đại_học .
7001,stealing money from my house.,trộm tiền của nhà mình .
7002,chinese tourists reshape economies.,khách du_lịch trung quốc định_hình lại các nền kinh_tế .
7003,arrest wanted subjects with reporter cards.,bắt đối_tượng truy_nã có thẻ phóng_viên .
7004,happy vietnamese new year at the vietnam museum of ethnology.,vui tết việt tại bảo_tàng dân_tộc học việt nam .
7005,princess kate's elegant dress when pregnant for the third time.,váy_áo thanh_lịch của công_nương kate khi mang bầu lần ba .
7006,"tracing people and vehicles related to traffic accidents in me linh, hanoi.","truy_tìm người và phương_tiện liên_quan vụ tngt tại mê linh , hà_nội ."
7007,meredith's first victim revealed.,lộ diện nạn_nhân đầu_tiên của meredith .
7008,arrest 3 suspects 'locking' fishermen to force them to go to sea.,bắt 3 nghi can ' nhốt ' ngư_dân để ép đi biển .
7009,"honda dream thai ""makeovers"" with a new cool color of ha thanh tuner.",honda dream thái ' lột_xác ' với màu mới cực chất của thợ độ hà thành .
7010,general director of bavico company was arrested for containing prostitution.,tổng_giám_đốc công_ty bavico bị bắt vì chứa mại_dâm .
7011,phung hung mural street - a new rendezvous for tet in the capital.,phố bích_họa phùng_hưng - điểm hẹn mới cho dịp tết ở thủ_đô .
7012,slashing people for the sound... nepo.,chém người vì tiếng ... nẹt pô .
7013,musician hoang van is also a talented calligrapher.,nhạc_sĩ hoàng vân còn là nhà thư_pháp tài_hoa .
7014,detention of general director of bavico nha trang on charges of harboring prostitution.,bắt tạm giam tổng_giám_đốc bavico nha trang về tội chứa mại_dâm .
7015,arrest the general manager of bavico nha trang hotel containing prostitutes.,bắt tổng_giám_đốc khách_sạn bavico nha trang chứa mại_dâm .
7016,"le peaches, kumquats, ha thanh people 'hunt' the small landscape of the northern three-room house to play tet.","lơ đào , quất , dân_chơi hà thành ' săn ' tiểu cảnh nhà ba gian bắc bộ chơi tết ."
7017,musician hoang van: bridge of music and life.,nhạc_sĩ hoàng vân : cầu_nối nhạc và đời .
7018,breaking down the football betting line of more than 160 billion vnd.,triệt_phá đường_dây cá_độ bóng_đá hơn 160 tỷ đồng .
7019,the 'village of mr. tao' in december - a place to remember the vietnamese new year.,' làng ông táo ' tháng_chạp - nơi nhắc nhớ tết việt .
7020,please clear the wouldead' forest to clear the forest.,xin dọn rừng ' chết ' để phá rừng .
7021,da nang: asking former personal secretary mr. xuan anh to report being granted a house by vu.,đà nẵng : yêu_cầu nguyên thư_ký riêng ông xuân anh báo_cáo việc được vũ_' nhôm ' cấp nhà .
7022,"receiving authorization from vu's house ""aluminum"", former secretary mr. xuan anh was asked to explain.","nhận ủy quyền nhà của vũ_' nhôm ' , nguyên thư_ký ông xuân anh bị yêu_cầu giải_trình ."
7023,"the female student is anesthetized with a beautiful face, a beautiful figure, and a rich child.","nữ_sinh gây_mê bằng_mặt xinh , dáng đẹp lại con nhà giàu ."
7024,detention of general director of bavico nha trang.,bắt tạm giam tổng_giám_đốc bavico nha trang .
7025,interesting experience of folk games on phung hung pedestrian street.,thú_vị trải_nghiệm trò_chơi dân_gian trên phố đi bộ phùng_hưng .
7026,bank employee stole 121 taels of gold to bet on football.,nhân_viên ngân_hàng lấy trộm 121_lượng vàng để cá_độ bóng_đá .
7027,admire the murals on phung hung street.,ngắm nhìn những bức bích_họa trên phố phùng_hưng .
7028,hotel containing prostitutes: arrest of general manager bavico.,khách_sạn chứa gái bán_dâm : bắt tổng_giám_đốc bavico .
7029,mysterious ancient inscriptions on the cliff in the middle of the great thousand truong son.,kỳ bí văn_tự cổ trên vách_đá giữa đại_ngàn trường_sơn .
7030,a hospital was fined 324 million vnd.,một bệnh_viện bị phạt 324 triệu đồng .
7031,musician hoang vangs death leaves a void that cannot be filled.,nhạc_sĩ hoàng vân qua_đời để lại một khoảng trống không_thể bù lấp .
7032,arresting the general manager of prostitution in a 4-star hotel.,bắt tạm giam tổng_giám_đốc chứa mại_dâm trong khách_sạn 4 sao .
7033,the composer of the epic 'ho to pull the firecracker' has passed away.,nhạc_sĩ của bản hùng_ca '_hò kéo pháo ' đã từ trần .
7034,immortal works of musician hoang van.,những tác_phẩm bất_hủ của nhạc_sĩ hoàng vân .
7035,knocked down a football betting line with a scale of up to 160 billion vnd.,đánh sập đường_dây cá_độ bóng_đá quy_mô lên đến 160 tỷ đồng .
7036,the office of the da nang city party committee asked mr. ho anh to explain.,văn_phòng thành_ủy đà nẵng yêu_cầu ông hồ ánh giải_trình .
7037,the 'goldeng secret to help children love to eat vegetables.,bí kíp ' vàng ' giúp trẻ thích ăn rau .
7038,breaking down the football betting line with a scale of more than 160 billion vnd.,triệt_phá đường_dây cá_độ bóng_đá quy_mô lên đến hơn 160 tỷ đồng .
7039,"investors want mr. trump to ""let go"" of the dollar.",nhà đầu_tư muốn ông trump ' buông_tha ' đồng usd .
7040,"impressive, young star mctominay was praised by mourinho.","gây ấn_tượng , sao trẻ mctominay được mourinho tán_dương ."
7041,hanoi: arrested for transporting 12kg of drugs.,hà nội : bắt_giữ đối_tượng vận_chuyển 12 kg ma_túy .
7042,mr. xuan anh's secretary at vu aluminum's house: 'just borrowed temporarily'.,thư_ký ông xuân anh ở nhà vũ nhôm : ' chỉ mượn tạm ' .
7043,' how did the secretary of the i@ ' era win the golden hammer and sickle award?.,' ông bí_thư thời @_' đoạt giải a búa_liềm vàng như thế_nào ? .
7044,revealing the suspect who killed the father went to call his son home.,lộ diện nghi phạm giết chết người bố đi gọi con về .
7045,what does his secretary nguyen xuan anh say about the house given by vu and his wife 'aluminum'?.,thư_ký ông nguyễn_xuân anh nói gì về căn nhà do vợ_chồng vũ_' nhôm ' tặng ? .
7046,"the 23-year-old girl ""loving the lottery"" was scammed 375 million via facebook.",cô gái 23 tuổi ' mê xổ_số ' bị lừa 375 triệu qua facebook .
7047,female wounded soldiers for more than 50 years sewing the national flag.,nữ thương_binh hơn 50 năm may cờ tổ_quốc .
7048,the fate of the voice of loc vang.,cung_đàn số_phận của giọng ca lộc vàng .
7049,chief executive officer of the da nang party committee talked about mr. xuan anh's secretary at vu's house being 'aluminum'.,chánh vp thành_ủy đà nẵng nói về việc thư_ký ông xuân anh ở nhà vũ_' nhôm ' .
7050,detention of general manager of 4-star hotel 'green light' for prostitution.,tạm giam tổng_giám_đốc khách_sạn 4 sao ' bật_đèn_xanh ' cho mại_dâm .
7051,find motorcycle owners.,tìm chủ_sở_hữu xe_máy .
7052,north korean national assembly chairman kim yong-nam will visit south korea.,chủ_tịch quốc_hội triều tiên kim yong-nam sẽ thăm hàn quốc .
7053,"colluding to sell thousands of square meters of land, 5 commune officials were arrested.","cấu_kết bán hàng ngàn mét_vuông đất ,_5 cán_bộ xã bị bắt giam ."
7054,north korea violated embargo when changing the vehicle to bring art troupe to south korea?,triều tiên vi_phạm lệnh_cấm_vận khi thay_đổi phương_tiện đưa đoàn nghệ_thuật đến hàn quốc ? .
7055,the south korean president left open the possibility of meeting the leader of the north korean delegation.,tổng_thống hàn quốc để ngỏ khả_năng gặp trưởng_đoàn triều tiên .
7056,arrest a 'big mang in tam ky city.,bắt một ' đại_gia ' ở tp tam_kỳ .
7057,5 secrets of japanese home decoration.,5 bí_mật trong cách bài_trí nhà của người nhật .
7058,"as the olympic games approached, the president of south korea greeted the chairman of the national assembly of korea.","olympic tới gần , tổng_thống hàn quốc chào_đón chủ_tịch quốc_hội triều tiên ."
7059,"suspecting her husband to have an affair, his wife was stabbed to death.","nghi_ngờ chồng ngoại_tình , vợ bị đâm_chết ."
7060,the chairman of the national assembly of north korea will visit south korea.,chủ_tịch quốc_hội triều tiên sẽ tới hàn quốc .
7061,"arrest the former secretary, the chairman of the commune to sell land rampantly.","bắt nguyên bí_thư , chủ_tịch xã bán đất tràn_lan ."
7062,find the victim in the case of the subject impersonating an employee of the government office to commit fraud.,tìm bị hại trong vụ_án đối_tượng giả_mạo nhân_viên văn_phòng chính_phủ để lừa_đảo .
7063,the chairman of the national assembly of north korea will meet the president of south korea.,chủ_tịch quốc_hội triều tiên sẽ gặp tổng_thống hàn quốc .
7064,the chairman of the national assembly of north korea is about to visit south korea.,chủ_tịch quốc_hội triều tiên sắp thăm hàn quốc .
7065,"dong nai: after the pork crisis ended, he was worried about disrupting the poultry production plan.",đồng nai : hết khủng_hoảng thịt heo lại lo vỡ quy_hoạch chăn_nuôi gia_cầm .
7066,strictly handle the accident of the mobile police vehicle.,xử_lý nghiêm vụ xe cảnh_sát cơ_động gây tai_nạn .
7067,delegate of national assembly luu binh pyongyang: i am waiting for an answer from the ministry of public security on the case of a child suspected of being abused in ho chi minh city.,đbqh lưu bình nhưỡng : tôi đang chờ câu trả_lời của bộ công_an về vụ cháu bé nghi bị xâm_hại ở tp hcm .
7068,the speaker of the national assembly of north korea will attend the 2018 pyeongchang winter olympics.,chủ_tịch quốc_hội triều tiên sẽ tham_dự thế_vận_hội mùa đông pyeongchang 2018 ..
7069,inter-korean womengs hockey team competes for the first time.,đội hockey nữ liên triều lần đầu_ra sân thi_đấu .
7070,general ngo xuan lich visited and wished new year to the people's army newspaper.,đại_tướng ngô xuân lịch đến thăm và chúc tết báo quân_đội nhân_dân .
7071,"us defeats saudi arabia, russia regains position in the oil market.","mỹ đánh_bại ả rập saudi , nga giành lại vị_thế trên thị_trường dầu ."
7072,revealing the person leading the high-ranking north korean delegation to the south korean olympic games.,lộ diện nhân_vật dẫn_đầu phái_đoàn cấp cao triều tiên đến olympic hàn quốc .
7073,north korea's parliament speaker will lead the delegation to the south korean olympics.,chủ_tịch quốc_hội triều tiên sẽ dẫn_đầu phái_đoàn dự thế_vận_hội hàn quốc .
7074,cypriot president nicos anastasiades was re-elected for a second term.,tổng_thống cộng hòa_síp nicos anastasiades tái đắc_cử nhiệm_kỳ thứ hai .
7075,vinh long has 116 poor and near-poor disabled people supported with clean water.,"vĩnh_long có 116 người khuyết_tật nghèo , cận nghèo được hỗ_trợ nước_sạch ."
7076,"plan to divest state capital at habeco, petrolimex, vinatex, vnsteel... 2018.","kế_hoạch thoái vốn_nhà_nước tại habeco , petrolimex , vinatex , vnsteel ... năm 2018 ."
7077,the womengs hockey team of the 2 koreas started their first match.,đội nữ khúc côn_cầu 2 miền triều tiên ra quân trận đầu .
7078,the chairman of the national assembly of north korea will visit south korea.,chủ_tịch quốc_hội triều tiên sẽ đến thăm hàn quốc .
7079,general contractor removed graffiti on the hull of cat linh - ha dong ship.,tổng thầu xóa các hình_vẽ graffiti trên thân tàu cát_linh - hà đông .
7080,negotiations to form a german coalition government have not yet ended.,đàm_phán lập chính_phủ liên_minh_đức chưa thể_kết_thúc .
7081,the president of venezuela wants to set an election date as soon as possible.,tổng_thống venezuela muốn sớm ấn_định ngày bầu_cử .
7082,revealed who led the north korean delegation to south korea.,lộ diện người dẫn đoàn quan_chức triều tiên tới hàn quốc .
7083,nghe an newspaper and provincial post office give tet gifts to poor people in quynh nghia commune.,báo nghệ_an và bưu_điện tỉnh tặng quà tết cho người nghèo xã quỳnh_nghĩa .
7084,gia lai police youth do a good job of helping the poor.,tuổi_trẻ công_an gia lai làm tốt công_tác giúp_đỡ người nghèo .
7085,türkiye reaffirms its position on joining the eu.,thổ nhĩ kỳ tái khẳng_định quan_điểm về việc gia_nhập eu .
7086,toc tien sulked because he could not take pictures with u23 vietnam.,tóc tiên hờn_dỗi vì không được chụp ảnh cùng u23 việt nam .
7087,van thanh recreates the 'historic standing' at the thong nhat fire pan.,văn thanh tái_hiện ' dáng đứng lịch_sử ' tại chảo lửa thống_nhất .
7088,"near the return date, the leader of bts had to be hospitalized for surgery.","cận_kề ngày trở_lại , trưởng nhóm bts phải nhập_viện làm phẫu_thuật ."
7089,fans fainted in the gala exchange with u23 vietnam.,cổ_động_viên ngất trong gala giao_lưu với u23 việt nam .
7090,russian electromagnetic artillery: compact but powerful.,pháo điện từ nga : nhỏ gọn nhưng thừa sức_mạnh .
7091,"u23 vietnam exchange: btc reported 'sold out', thong nhat stadium was empty for thousands of seats.","giao_lưu u23 việt nam : btc báo ' cháy vé ' , sân thống_nhất trống hàng ngàn chỗ ."
7092,mourinho used sanchez to 'wake up' pogba.,mourinho dùng sanchez để ' cảnh_tỉnh '_pogba .
7093,thailand u23 coach resigned.,hlv u23 thái lan từ_chức .
7094,will the final day of negotiations lead to a coalition government in germany?,ngày đàm_phán cuối_cùng liệu có đi tới một chính_phủ liên_minh ở đức ? .
7095,establishment of a committee for the management of state capital at enterprises.,thành_lập ủy_ban quản_lý vốn_nhà_nước tại doanh_nghiệp .
7096,the cvd sat down on the street to watch u-23 through the led screen.,cvđ ngồi_bệt xuống đường xem u-23 qua màn_hình led .
7097,"the company gathers a group of ""excellent"" elderly models.",công_ty quy_tụ dàn người_mẫu cao_tuổi '_chất lừ ' .
7098,duy pinky will surely be very happy to have these 2 representative faces promote her shop.,duy pinky chắc_hẳn sẽ rất vui_sướng khi có 2 gương_mặt đại_diện này quảng_bá cho shop của mình .
7099,"thong nhat ""broken"" because of the heroes u23 vietnam.",thống_nhất ' vỡ tung ' vì những người_hùng u23 việt nam .
7100,"ticket price to thong nhat stadium at the last minute cools down, 150k/2 tickets.","giá vé vào sân thống_nhất giờ_chót hạ nhiệt , 150 k / 2 vé ."
7101,u23 vietnam offers incense to uncle ho's monument in ho chi minh city.,u23 việt nam dâng hương tượng_đài bác hồ tại tp.hcm .
7102,the us and japan are wary of north korea's new move.,mỹ-nhật cảnh_giác động_thái mới của triều tiên .
7103,"unusually, in january 2018, no cars were imported to ho chi minh city.","bất_thường tháng 1/2018 , không chiếc ô_tô nào nhập về tp.hcm ."
7104,"tired of taking care of his father in the hospital, his son ruthlessly beat his father on the hospital bed.","mệt_mỏi vì chăm bố trong bệnh_viện , con_trai nhẫn_tâm đánh bố ngay trên giường_bệnh ."
7105,ford ranger is 'lonely and defeated' in the asia-pacific region.,ford ranger ' độc cô cầu bại ' ở khu_vực châu_á - thái_bình_dương .
7106,laughing off the chair 5/2.,cười té ghế 5/2 .
7107,opening the world's longest cable car route in kien giang.,khai_trương tuyến cáp_treo dài nhất thế_giới tại kiên giang .
7108,the new vitality of xoan singing in the land of the ancestors.,sức sống mới của hát_xoan trên đất tổ .
7109,'many v.league clubs consider representatives as profiteers'.,' nhiều clb v.league coi người đại_diện như kẻ trục_lợi ' .
7110,b.binh duong won the 2018 btc cup championship.,b . bình_dương giành chức vô_địch btc cup 2018 .
7111,"down the canal, the three sisters drowned.","xuống kênh tắm , 3 chị_em ruột đuối nước ."
7112,hide data revenue numbers.,ẩn_số doanh_thu dữ_liệu .
7113,beautiful pictures of coach park hang-seo and the u23 players in ho chi minh city.,những hình_ảnh đẹp về hlv park hang-seo cùng các tuyển_thủ u23 tại tp.hcm .
7114,close-up of people's 'toys' flying close to us passenger planes.,cận_cảnh ' đồ_chơi ' của dân bay sát_sạt máy_bay chở khách mỹ .
7115,there are still 34% of documents sent in paper instead of electronic documents.,vẫn còn 34 % văn_bản gửi bằng giấy thay_vì văn_bản điện_tử .
7116,coach park hang-seo was surprised by the affection of hcm city's nhm.,hlv park hang-seo bất_ngờ với tình_cảm của nhm tp.hcm .
7117,coach park hang-seo sobbed during the celebration of u23 vietnam.,hlv park hang-seo khóc nức_nở trong lễ mừng_công của u23 việt nam .
7118,pham ngoc thach medical university has its own benchmark for candidates in hcmc.,trường đh y_khoa phạm ngọc_thạch có điểm chuẩn riêng cho thí_sinh tp.hcm .
7119,u23 vietnam was honored at the gala night of awarding inspirational figures.,u23 việt nam được vinh_danh tại đêm gala trao giải những nhân_vật truyền_cảm_hứng .
7120,ho chi minh city awarded 2 billion vnd to vietnam u23 team in a jubilant exchange night.,tphcm trao thưởng 2 tỉ cho đội u23 việt nam trong đêm giao_lưu tưng_bừng .
7121,"u23 vietnam continues to receive ""mountain"" of bonuses.",u23 việt nam tiếp_tục nhận ' núi ' tiền thưởng .
7122,the vietnamese embassy in saudi arabia held the community new year.,đại_sứ_quán việt nam tại ả rập xê-út tổ_chức tết cộng_đồng .
7123,"attending the public celebration in ho chi minh city, u23 vietnam received another 10 billion vnd.","dự lễ mừng_công tại tp hcm , u23 việt nam nhận thêm 10 tỷ đồng ."
7124,the most afraid of luck and disaster if tet waved like this.,sợ nhất phúc thành họa nếu ngày tết vung tay kiểu này .
7125,breakthrough to rise high.,đột_phá để vươn cao .
7126,u23 vietnam received a prize of more than 10 billion vnd at the exchange in ho chi minh city.,u23 việt nam nhận thưởng hơn 10 tỷ đồng ở buổi giao_lưu tại tphcm .
